property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info,phone,email,street_address,verified_address,address_match_status,address_notes,latitude,longitude,price_1br_raw,price_1br_min,price_1br_max,price_2br_raw,price_2br_min,price_2br_max,website,actual_website,last_scraped
REM390,The Taylor At Copperfield,"9125 N Highway 6, Houston, TX 77095",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100%E {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/281-7099,,,"9125 Hwy 6 N, Houston, TX 77095",google_only,,29.9112614,-95.6293663,"1,164-1,464",1164,1464,"1,400-1,714",1400,1714,https://www.tayloratcopperfield.com/,https://www.tayloratcopperfield.com/,2026-05-28T01:34:29
REM391,The Terrace At Pine Lake Cove,4600 East Washington Street,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,936/297-2121,,4600 East Washington Street,"275 Pine Terrace Dr, Montgomery, TX 77316",mismatch,"scraped='4600 East Washington Street' | google='275 Pine Terrace Dr, Montgomery, TX 77316'",30.3700041,-95.6343307,"1,344-1,990",1344,1990,"1,800-2,345",1800,2345,https://www.terraceatpinelake.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp,https://www.terraceatpinelake.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp,2026-05-28T01:34:37
REM392,The Towers Of Seabrook,4600 East Washington Street,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/995-1100,,4600 East Washington Street,"3300 Towers Blvd, Seabrook, TX 77586",mismatch,"scraped='4600 East Washington Street' | google='3300 Towers Blvd, Seabrook, TX 77586'",29.5818284,-95.0260394,"1,215-2,335",1215,2335,"1,928-3,732",1928,3732,https://www.towersseabrook.com/?switch_cls[id]=96190&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,https://www.towersseabrook.com/?switch_cls[id]=96190&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,2026-05-28T01:34:45
REM393,The Vic At Interpose,4600 East Washington Street,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/955-2275,,4600 East Washington Street,"1111 Shepherd Dr, Houston, TX 77007",mismatch,"scraped='4600 East Washington Street' | google='1111 Shepherd Dr, Houston, TX 77007'",29.7716109,-95.40992109999999,,,,"1,999-2,246",1999,2246,https://thevicinterpose.com/,https://thevicinterpose.com/,2026-05-28T01:34:53
REM394,The Volare At The Woodlands,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,936/321-0900,,,"3720 College Park Dr, The Woodlands, TX 77384",google_only,,30.2075555,-95.47736309999999,"968-1,143",968,1143,"1,374-1,670",1374,1670,https://www.livevolareapts.com/?utm_source=GBP&utm_medium=Organic,https://www.livevolareapts.com/?utm_source=GBP&utm_medium=Organic,2026-05-28T01:35:20
REM395,The Waterford At Summer Park,4600 East Washington Street,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/238-8800,,4600 East Washington Street,"601 Park Pl Blvd, Rosenberg, TX 77469",mismatch,"scraped='4600 East Washington Street' | google='601 Park Pl Blvd, Rosenberg, TX 77469'",29.5385209,-95.7487431,"1,086-1,287",1086,1287,"1,467-1,729",1467,1729,https://www.waterfordatsummerpark.com/?utm_knock=g,https://www.waterfordatsummerpark.com/?utm_knock=g,2026-05-28T01:35:28
REM396,Tiburon,"8989 West Rd, Houston, TX 77064",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-75% {50%=6-11mo 75%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,,,"8989 West Rd, Houston, TX 77064",google_only,,29.9021617,-95.5463068,"1,029-1,179",1029,1179,"1,304-1,529",1304,1529,http://www.tiburonhouston.com/,http://www.tiburonhouston.com/,
REM397,Tiffany's At The Galleria II,"3030 Greenridge, Houston, TX 77057",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/783-9233,,,"3030 Greenridge Dr #28, Houston, TX 77057",google_only,,29.7334411,-95.4901934,699-979,699,979,"799-1,075",799,1075,,,2026-05-28T01:35:39
REM398,Timbergrove Station,"2717 Minimax, Houston, TX 77008",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo Guest Card}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/608-0754,hello@timbergrove.com,4201 Main St,"2717 Minimax St, Houston, TX 77008",mismatch,"scraped='4201 Main St' | google='2717 Minimax St, Houston, TX 77008'",29.7967011,-95.4466597,"1,371-1,582",1371,1582,"2,080-2,142",2080,2142,https://www.timbergrovestation.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,https://www.timbergrovestation.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,2026-05-28T01:35:56
REM399,Tinsley On The Park,"919 Gillette, Houston, TX 77019",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/650-0919,,"919 Gillette Houston, TX 77019","919 Gillette St, Houston, TX 77019",confirmed,,29.758304,-95.38209499999999,"1,448-2,237",1448,2237,"1,878-2,751",1878,2751,https://tinsleyonthepark.com,https://tinsleyonthepark.com,2026-05-28T01:36:05
REM400,Towne Lake,"5730 Timber Creek Place Drive, Houston, TX 77057",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/550-0611,,"5730 Timber Creek Place Drive, Houston, TX 77057","Towne Lake, TX 77433",mismatch,"scraped='5730 Timber Creek Place Drive, Houston, TX 77057' | google='Towne Lake, TX 77433'",29.91623349999999,-95.7003651,"976-2,124",976,2124,"770-2,555",770,2555,https://towne-lake.com,https://towne-lake.com,2026-05-28T01:36:15
REM401,Trailpoint At The Woodlands,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/202-3002,george@trailpoint.com,,"2301 S Millbend Dr, The Woodlands, TX 77380",google_only,,30.1394393,-95.4689344,"1,095-1,100",1095,1100,"1,310-1,565",1310,1565,https://trailpoint.com,https://trailpoint.com,2026-05-28T01:36:33
REM402,Trails At Lake Houston,"13922 Woodson Park Dr, Houston, TX 77044",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/458-4300,,30 backpacking trail,"13922 Woodson Park Dr, Houston, TX 77044",mismatch,"scraped='30 backpacking trail' | google='13922 Woodson Park Dr, Houston, TX 77044'",29.9184699,-95.1982902,"1,205-1,485",1205,1485,"1,460-1,815",1460,1815,https://trails.com,https://trails.com,2026-05-28T01:36:51
REM404,Turtle Creek,"2800 W T C Jester Blvd, Houston, TX 77018",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% (Register) {6+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,833/992-3968,,,"2800 W T C Jester Blvd, Houston, TX 77018",google_only,,29.8128011,-95.4450686,820-945,820,945,"1,095-1,310",1095,1310,https://www.liveturtlecreekapts.com/,https://www.liveturtlecreekapts.com/,2026-05-28T01:37:28
REM405,Tuscany Gate,"1801 Bering Dr, Houston, TX 77057",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {10+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/957-7357,service@atom.com,3585 Email Us St,"1801 Bering Dr, Houston, TX 77057",mismatch,"scraped='3585 Email Us St' | google='1801 Bering Dr, Houston, TX 77057'",29.748936,-95.4786822,"1,065-1,215",1065,1215,"1,360",1360,1360,https://tuscanygate.com,https://tuscanygate.com,2026-05-28T01:37:48
REM407,Two Lakes Edge,"2000 Hughes Landing Blvd The Woodlands, TX 77380",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/719-2000,,"2000 Hughes Landing Blvd The Woodlands, TX 77380","2000 Hughes Landing Blvd, The Woodlands, TX 77381",confirmed,,30.1696113,-95.47276079999999,"1,742-3,014",1742,3014,"2,770-3,871",2770,3871,https://twolakesedge.com,https://twolakesedge.com,2026-05-28T01:38:25
REM408,Urban Oaks At Conroe,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,936/241-1120,,,"2086 Porter Rd, Conroe, TX 77301",google_only,,30.2895125,-95.42798429999999,"1,060-1,079",1060,1079,"1,209-1,288",1209,1288,https://www.hpiurbanoaks.com/?switch_cls[id]=95788&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,https://www.hpiurbanoaks.com/?switch_cls[id]=95788&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,2026-05-28T01:38:49
REM409,Valencia Grove,"11810 Algonquin, Houston, TX 77089",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12mos}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/481-1130,,,"11810 Algonquin Dr, Houston, TX 77089",google_only,,29.5948539,-95.19820279999999,799,799,799,"889-1,049",889,1049,https://www.valenciagrovehtx.com/?utm_knock=g,https://www.valenciagrovehtx.com/?utm_knock=g,2026-05-28T01:39:16
REM410,Vanderbilt Lodge,"12660 Medfield Dr., Houston, TX 77082",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/497-4899,,"12660 Medfield Dr., Houston, TX 77082","7010 Staffordshire Blvd, Houston, TX 77030",mismatch,"scraped='12660 Medfield Dr., Houston, TX 77082' | google='7010 Staffordshire Blvd, Houston, TX 77030'",29.7037206,-95.3932189,"799-1,590",799,1590,"1,315-2,229",1315,2229,https://vanderbiltlodge.com,https://vanderbiltlodge.com,2026-05-28T01:39:25
REM411,Vantage Med Center,"1911 Holcombe Blvd, Houston, TX 77030",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Escort) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/884-3930,,1911 Holcombe Blvd,"1911 Holcombe Blvd, Houston, TX 77030",confirmed,,29.7067692,-95.38953479999999,"1,971-3,169",1971,3169,"3,314-4,489",3314,4489,https://vantagemedcenter.com,https://vantagemedcenter.com,2026-05-28T01:39:35
REM412,Vargos On The Lake,"2411 Fondren Rd Houston, TX 77063",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/781-2411,,"2411 Fondren Rd Houston, TX 77063","2411 Fondren Rd, Houston, TX 77063",confirmed,,29.741416,-95.52112170000001,"1,059-1,607",1059,1607,"1,599-2,118",1599,2118,https://vargosonthelake.com,https://vargosonthelake.com,2026-05-28T01:39:41
REM413,Venue Museum District,"5353 Fannin St, Houston, TX 77004",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,$1000 (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/810-6308,,,"5353 Fannin St, Houston, TX 77004",google_only,,29.7266852,-95.3867118,"1,834-2,879",1834,2879,"2,597-3,367",2597,3367,https://www.venuemuseumdistrict.com/?switch_cls[id]=101204,https://www.venuemuseumdistrict.com/?switch_cls[id]=101204,2026-05-28T01:40:09
REM414,Vibe Med Center,"7100 Ardmore St, Houston, TX 77054",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,409/547-7815,,"7110 Ardmore Street Houston, TX 77054","Houston, TX 77054, USA",mismatch,"scraped='7110 Ardmore Street Houston, TX 77054' | google='Houston, TX 77054, USA'",29.6849782,-95.39919069999999,"1,090-1,440",1090,1440,"1,749-2,249",1749,2249,https://vibemedcenter.com,https://vibemedcenter.com,2026-05-28T01:40:32
REM415,Vic At Jordan Ranch,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/521-2527,,,"2011 Texas Heritage Pkwy, Katy, TX 77494",google_only,,29.7608409,-95.8805656,"1,329-1,561",1329,1561,"1,902-2,184",1902,2184,https://www.vicatjordanranch.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp&utm_perq=gbp,https://www.vicatjordanranch.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp&utm_perq=gbp,2026-05-28T01:40:45
REM416,Vickery Parc,"5301 N Sam Houston Pkwy E, Houston, TX 77032",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12mo Guest Card}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/597-7076,,333 Ravenswood Ave,"5301 N Sam Houston Pkwy E, Houston, TX 77032",mismatch,"scraped='333 Ravenswood Ave' | google='5301 N Sam Houston Pkwy E, Houston, TX 77032'",29.9403836,-95.3133545,0550,550,550,707-918,707,918,https://www.themiaresidences.com/,https://www.themiaresidences.com/,2026-05-28T01:40:52
REM417,Victorian,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/564-8023,,,"9400 Coventry Square Dr, Houston, TX 77099",google_only,,29.67723729999999,-95.59488069999999,774-895,774,895,"1,050-1,195",1050,1195,http://www.thevictorianliving.com/,http://www.thevictorianliving.com/,2026-05-28T01:41:06
REM418,Villa Luna,"2600 Westridge, Houston, TX 77054",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/793-8341,,,"2600 Westridge St, Houston, TX 77054",google_only,,29.68261,-95.4179963,"799-1,149",799,1149,"1,175-1,325",1175,1325,https://www.villalunahouston.com/,https://www.villalunahouston.com/,2026-05-28T01:41:20
REM420,Village On The Lake,"19200 Space Center Blvd, Houston, TX 77058",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,75% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/480-8555,,,"19200 Space Center Blvd, Houston, TX 77058",google_only,,29.5646696,-95.0787071,"1,295-1,971",1295,1971,"1,424-2,225",1424,2225,https://www.villageonthelakeapartments.com/?switch_cls[id]=64893&utm_source=gmb&utm_medium=organic,https://www.villageonthelakeapartments.com/?switch_cls[id]=64893&utm_source=gmb&utm_medium=organic,2026-05-28T01:41:48
REM421,Villas At Tamarron,323 E. Winslow Road Suite 100,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,833/784-3621,,323 E. Winslow Road Suite 100,"3702 Mirabeau Dr, Katy, TX 77494",mismatch,"scraped='323 E. Winslow Road Suite 100' | google='3702 Mirabeau Dr, Katy, TX 77494'",29.7342924,-95.8575053,,,,,,,http://www.thevillasattamarron.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmblisting,http://www.thevillasattamarron.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmblisting,2026-05-28T01:42:19
REM422,Villas At Valley Ranch,21899 Valley Ranch Crossing Dr,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/404-3300,,21899 Valley Ranch Crossing Dr,"22340 Cuttler Rd, New Caney, TX 77357",mismatch,"scraped='21899 Valley Ranch Crossing Dr' | google='22340 Cuttler Rd, New Caney, TX 77357'",30.1365685,-95.224515,"1,170-1,280",1170,1280,"1,405-1,589",1405,1589,https://villasatvalleyranch.com,https://villasatvalleyranch.com,2026-05-28T01:42:25
REM423,Virtuo Spring,"4114 FM 2920 Spring, TX 77388",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/581-6104,,"4114 FM 2920 Spring, TX 77388","4114 Farm to Market 2920, Spring, TX 77388",close,"scraped='4114 FM 2920 Spring, TX 77388' | google='4114 Farm to Market 2920, Spring, TX 77388'",30.0732584,-95.4822542,"1,249-1,540",1249,1540,"1,590-2,081",1590,2081,https://virtuospring.com,https://virtuospring.com,2026-05-28T01:42:39
REM424,Vista Energy Corridor,"14520 Briar Forest Dr, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-75% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/827-4165,accessibility@apartments247.com,"14520 Briar Forest Drive Houston, TX 77077","14520 Briar Forest Dr, Houston, TX 77077",confirmed,,29.7568347,-95.6408659,"1,165-1,585",1165,1585,"1,685-2,250",1685,2250,https://vistaenergycorridor.com,https://vistaenergycorridor.com,2026-05-28T01:42:47
REM425,Walden Of Westchase,"2828 Rogerdale, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100% {50%=6-11mo 100%=12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,Info@Walden.Com,,"2828 Rogerdale Rd, Houston, TX 77042",google_only,,29.7347658,-95.5612357,985,985,985,"1,069-1,224",1069,1224,https://www.waldenofwestchase.com/?utm_knock=g,https://www.waldenofwestchase.com/?utm_knock=g,2026-05-28T01:42:53
REM426,Walnut Creek,"11411 Green Plaza Dr, Houston, TX 77038",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {13mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(925) 934-2007,,1280 Civic Drive,"11411 Green Plaza Dr, Houston, TX 77038",mismatch,"scraped='1280 Civic Drive' | google='11411 Green Plaza Dr, Houston, TX 77038'",29.9328089,-95.4171576,750-900,750,900,"1,100-1,250",1100,1250,https://walnut-creek.com,https://walnut-creek.com,2026-05-28T01:43:17
REM427,Waterside,"10121 Windmill Lakes Blvd, Houston, TX 77075",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/502-2504,admin@waterside.com,2055 Oxford Ave,"Waterside Dr, Houston, TX 77015",mismatch,"scraped='2055 Oxford Ave' | google='Waterside Dr, Houston, TX 77015'",29.8066091,-95.1620016,"805-1,299",805,1299,"1,356-1,590",1356,1590,https://waterside.com,https://waterside.com,2026-05-28T01:43:38
REM428,Waterside Village,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/633-8000,,,"1901 Waterside Village Drive, Richmond, TX 77407",google_only,,29.6619073,-95.7342604,"1,010-1,115",1010,1115,"1,280-1,560",1280,1560,https://waterside-village.com,https://waterside-village.com,2026-05-28T01:43:54
